time,OV39.forces.x,OV39.forces.y,OV39.forces.z
0,-0.80859375,-0.05859375,0.6015625
26,-0.81640625,-0.0625,0.59765625
56,-0.8203125,-0.0625,0.59765625
82,-0.81640625,-0.05859375,0.609375
111,-0.81640625,-0.05859375,0.61328125
140,-0.8203125,-0.0625,0.60546875
166,-0.82421875,-0.05859375,0.59375
194,-0.82421875,-0.05078125,0.59765625
223,-0.81640625,-0.046875,0.59765625
249,-0.81640625,-0.046875,0.59765625
278,-0.8046875,-0.0703125,0.6171875
304,-0.80078125,-0.06640625,0.62109375
326,-0.81640625,-0.06640625,0.60546875
352,-0.828125,-0.015625,0.609375
378,-0.84375,0.00390625,0.625
405,-0.796875,-0.10546875,0.62109375
432,-0.75,-0.21484375,0.6015625
460,-0.734375,-0.3359375,0.5859375
487,-0.79296875,-0.37890625,0.51171875
513,-0.8125,-0.375,0.44921875
540,-0.53125,-0.88671875,0.34765625
589,-0.3359375,-1.23828125,0.3828125
616,-0.23828125,-1.28515625,0.48828125
643,0.09765625,-1.0859375,0.51171875
668,0.296875,-1.234375,0.49609375
695,0.21484375,-1.36328125,0.4375
722,0.171875,-1.27734375,0.421875
748,0.171875,-1.27734375,0.421875
776,0.05078125,-1.12890625,0.41796875
803,-0.00390625,-1.171875,0.39453125
829,-0.18359375,-1.23046875,0.2421875
856,-0.2109375,-1.2578125,0.28515625
882,-0.28515625,-1.09375,0.33984375
909,-0.421875,-1.0234375,0.265625
937,-0.6484375,-0.99609375,0.14453125
963,-0.6484375,-0.99609375,0.14453125
990,-0.90234375,-0.69140625,0.05859375
1018,-0.75390625,-0.2265625,0.46875
1043,-0.63671875,0.03125,0.5546875
1072,-0.62890625,0.29296875,0.6875
1098,-0.6171875,0.35546875,0.6953125
1125,-0.59765625,0.1953125,0.73828125
1153,-0.640625,0.12890625,0.7109375
1179,-0.6796875,0.125,0.671875
1206,-0.69140625,0.09375,0.67578125
1234,-0.69140625,0.0625,0.66796875
1260,-0.69140625,0.0625,0.66796875
1288,-0.7421875,0.109375,0.63671875
1316,-0.7421875,0.11328125,0.63671875
1341,-0.76171875,0.04296875,0.61328125
