time,OV39.forces.x,OV39.forces.y,OV39.forces.z
0,-0.94140625,-0.41796875,0.50390625
40,-1.0078125,-0.54296875,0.44921875
81,-1.05078125,-0.69921875,0.4765625
120,-0.94921875,-0.74609375,0.56640625
163,-0.94921875,-0.74609375,0.56640625
203,0.234375,0.75,0.66796875
244,0.1875,0.72265625,0.76171875
283,-0.17578125,0.50390625,0.5703125
322,-0.3671875,0.6875,0.640625
389,-0.515625,0.66015625,0.4921875
428,-0.47265625,0.3828125,0.51171875
465,-0.34375,-0.5703125,0.84375
505,-0.70703125,-1.3359375,0.66796875
545,-0.51953125,-1.26953125,0.75
589,-0.60546875,-1.0546875,0.703125
628,-0.80859375,-0.83203125,0.609375
666,-0.80859375,-0.83203125,0.609375
704,-0.8515625,-0.578125,0.58984375
743,-0.84375,-0.58984375,0.59765625
781,-0.84765625,-0.63671875,0.609375
820,-0.8515625,-0.63671875,0.6015625
859,-0.8515625,-0.63671875,0.6015625
897,-0.85546875,-0.58203125,0.58984375
934,-0.84765625,-0.51953125,0.57421875
973,-0.84375,-0.53125,0.58203125
1011,-0.8515625,-0.5625,0.58984375
1049,-0.85546875,-0.52734375,0.578125
1088,-0.859375,-0.53515625,0.5859375
1128,-0.86328125,-0.52734375,0.57421875
1167,-0.8671875,-0.515625,0.5703125
1205,-0.8671875,-0.515625,0.5703125
1244,-0.87109375,-0.51953125,0.5703125
1284,-0.87890625,-0.5078125,0.5625
1323,-0.875,-0.51953125,0.578125
1363,-0.86328125,-0.51171875,0.57421875
1401,-0.86328125,-0.51171875,0.578125
1439,-0.8515625,-0.5078125,0.5703125
1477,-0.8671875,-0.515625,0.57421875
1520,-0.86328125,-0.515625,0.578125
1584,-0.859375,-0.4921875,0.578125
1623,-0.859375,-0.5,0.58203125
1661,-0.86328125,-0.50390625,0.57421875
1700,-0.859375,-0.5078125,0.578125
1740,-0.859375,-0.5078125,0.578125
1779,-0.87109375,-0.51171875,0.578125
1820,-0.875,-0.49609375,0.578125
1860,-0.87109375,-0.50390625,0.58203125
1908,-0.8671875,-0.515625,0.578125
1956,-0.875,-0.51171875,0.57421875
1996,-0.86328125,-0.5078125,0.578125
