time,OV39.forces.x,OV39.forces.y,OV39.forces.z
0,-0.87109375,-0.45703125,0.390625
19,-0.86328125,-0.44921875,0.40234375
39,-0.8515625,-0.453125,0.4296875
59,-0.83984375,-0.46875,0.46875
80,-0.87890625,-0.578125,0.7734375
100,-0.9375,-0.7734375,1.1328125
119,-1.0390625,-1.01171875,1.5546875
139,-1.14453125,-1.26953125,1.94921875
160,-1.05859375,-1.4609375,2.0859375
180,-0.875,-1.38671875,1.86328125
201,-0.63671875,-1.04296875,1.328125
219,-0.39453125,-0.58984375,0.66796875
239,-0.37109375,-0.203125,-0.33203125
259,-0.453125,0.26171875,-1.34765625
281,-0.58984375,0.4921875,-1.87890625
302,-0.73828125,0.265625,-2.015625
320,-0.79296875,0.01953125,-1.93359375
339,-0.75390625,-0.16796875,-1.578125
359,-0.6328125,-0.31640625,-1.09765625
379,-0.58984375,-0.44921875,-0.73828125
399,-0.578125,-0.4921875,-0.5078125
419,-0.58984375,-0.46875,-0.37890625
439,-0.61328125,-0.4296875,-0.28125
459,-0.71484375,-0.44921875,-0.11328125
479,-0.7890625,-0.50390625,0.0625
499,-0.8671875,-0.5546875,0.3046875
519,-0.875,-0.640625,0.5546875
539,-0.85546875,-0.70703125,0.734375
559,-0.84375,-0.76171875,0.8515625
581,-0.87109375,-0.79296875,0.98046875
601,-0.890625,-0.7734375,1.05078125
619,-0.91015625,-0.72265625,1.05078125
639,-0.92578125,-0.66015625,0.95703125
659,-0.953125,-0.6171875,0.83984375
680,-0.96484375,-0.578125,0.734375
700,-0.94921875,-0.546875,0.66015625
719,-0.9375,-0.5234375,0.58203125
739,-0.9296875,-0.4921875,0.515625
759,-0.921875,-0.453125,0.46484375
780,-0.87890625,-0.359375,0.42578125
801,-0.87890625,-0.359375,0.42578125
844,-0.84375,-0.36328125,0.38671875
864,-0.86328125,-0.40625,0.328125
883,-0.87109375,-0.4375,0.2890625
903,-0.84765625,-0.46875,0.296875
921,-0.828125,-0.4609375,0.3046875
940,-0.83984375,-0.46484375,0.30078125
960,-0.8515625,-0.4765625,0.27734375
980,-0.86328125,-0.48828125,0.26171875
1001,-0.8671875,-0.48828125,0.2734375
