time,OV39.forces.x,OV39.forces.y,OV39.forces.z
0,-1.09375,-0.4140625,0.8515625
19,-1.15234375,-0.70703125,1.2734375
39,-1.15234375,-0.70703125,1.2734375
59,-1.07421875,-1.34375,1.5390625
79,-1.0234375,-1.2421875,1.47265625
99,-0.8125,-0.984375,1.3203125
120,-0.53515625,-0.765625,1.109375
139,-0.59765625,-0.453125,-0.421875
159,-0.61328125,-0.08984375,-1.0703125
180,-0.64453125,0.453125,-1.75390625
199,-0.8203125,0.41015625,-2.13671875
220,-0.95703125,0.18359375,-2.16015625
240,-0.80078125,0.08203125,-1.80859375
260,-0.5625,-0.15234375,-1.19140625
281,-0.4375,-0.40625,-0.75
299,-0.390625,-0.48046875,-0.5390625
320,-0.3828125,-0.44921875,-0.42578125
339,-0.38671875,-0.36328125,-0.26171875
359,-0.46484375,-0.27734375,-0.140625
380,-0.65625,-0.30078125,-0.078125
400,-0.77734375,-0.40625,0.29296875
420,-0.77734375,-0.40625,0.29296875
439,-0.6953125,-0.6953125,1.03125
461,-0.71484375,-0.9140625,1.1953125
479,-0.82421875,-0.9765625,1.26953125
499,-0.9609375,-0.75,1.30078125
520,-0.98828125,-0.59765625,1.1796875
539,-1.00390625,-0.51953125,1.0234375
560,-1.015625,-0.51171875,0.90234375
580,-1.01953125,-0.5390625,0.78515625
599,-1.00390625,-0.5234375,0.6796875
620,-0.96875,-0.45703125,0.64453125
640,-0.9140625,-0.38671875,0.63671875
659,-0.85546875,-0.3828125,0.66015625
680,-0.85546875,-0.40234375,0.61328125
700,-0.87109375,-0.41015625,0.5546875
720,-0.84765625,-0.41796875,0.546875
739,-0.83203125,-0.43359375,0.54296875
759,-0.828125,-0.47265625,0.5390625
780,-0.83984375,-0.49609375,0.515625
799,-0.83984375,-0.49609375,0.515625
819,-0.87890625,-0.49609375,0.48828125
839,-0.85546875,-0.4609375,0.52734375
859,-0.8515625,-0.45703125,0.54296875
880,-0.84765625,-0.44921875,0.546875
899,-0.859375,-0.453125,0.54296875
921,-0.86328125,-0.44140625,0.54296875
949,-0.875,-0.4296875,0.5390625
967,-0.8671875,-0.41796875,0.55078125
983,-0.8671875,-0.42578125,0.5546875
