time,OV39.forces.x,OV39.forces.y,OV39.forces.z
0,-0.859375,-0.54296875,0.5625
41,-0.87109375,-0.5234375,0.546875
80,-0.89453125,-0.4921875,0.53515625
119,-0.9375,-0.5703125,0.5078125
158,-0.96875,-0.703125,0.515625
196,-0.7421875,-0.515625,0.59765625
234,-0.7421875,-0.515625,0.59765625
272,0.31640625,0.96484375,0.67578125
311,0.10546875,0.52734375,0.7578125
348,-0.1484375,0.515625,0.6328125
386,-0.265625,0.71484375,0.69921875
425,-0.39453125,0.5,0.5859375
462,-0.4921875,0.328125,0.58203125
500,-0.4921875,0.328125,0.58203125
536,-0.51171875,-0.828125,0.6484375
574,-0.6796875,-1.375,0.63671875
612,-0.546875,-1.296875,0.69140625
650,-0.6484375,-1.05078125,0.609375
688,-0.8203125,-0.84375,0.5390625
725,-0.828125,-0.67578125,0.5390625
762,-0.83984375,-0.58984375,0.54296875
798,-0.84765625,-0.58984375,0.5546875
836,-0.84765625,-0.57421875,0.5625
873,-0.84765625,-0.5625,0.55078125
910,-0.85546875,-0.5859375,0.546875
947,-0.84765625,-0.5546875,0.5390625
984,-0.8515625,-0.52734375,0.5390625
1021,-0.8515625,-0.52734375,0.5390625
1060,-0.8671875,-0.51953125,0.53515625
1122,-0.859375,-0.546875,0.54296875
1159,-0.86328125,-0.55078125,0.55078125
1198,-0.875,-0.51953125,0.53125
1236,-0.85546875,-0.5390625,0.5546875
1275,-0.8671875,-0.53125,0.546875
1312,-0.87109375,-0.5234375,0.546875
1350,-0.85546875,-0.5390625,0.5625
1388,-0.8671875,-0.515625,0.54296875
1425,-0.86328125,-0.5234375,0.546875
1462,-0.859375,-0.53125,0.5546875
1500,-0.859375,-0.515625,0.55078125
1537,-0.859375,-0.515625,0.55078125
1574,-0.8671875,-0.51953125,0.546875
1611,-0.859375,-0.51953125,0.5546875
1649,-0.859375,-0.52734375,0.5625
1686,-0.8671875,-0.51953125,0.546875
1723,-0.87109375,-0.5234375,0.55078125
1760,-0.87109375,-0.5234375,0.55078125
1797,-0.86328125,-0.51953125,0.55078125
1833,-0.875,-0.5234375,0.55078125
1870,-0.8671875,-0.5234375,0.55078125
