time,OV39.forces.x,OV39.forces.y,OV39.forces.z
0,-0.83984375,-0.671875,0.63671875
46,-0.87109375,-0.66796875,0.61328125
90,-0.796875,-0.58984375,0.66796875
133,0.19921875,0.26953125,0.76953125
175,0.38671875,1.07421875,0.51953125
217,-0.16015625,0.44921875,0.60546875
261,-0.16015625,0.44921875,0.60546875
303,-0.1796875,0.60546875,0.62890625
346,-0.18359375,0.77734375,0.59765625
378,-0.34765625,0.6328125,0.4921875
418,-0.3515625,0.18359375,0.6328125
460,-0.55859375,-0.59765625,0.69921875
501,-0.8984375,-1.12890625,0.54296875
541,-0.734375,-1.06640625,0.6484375
583,-0.6953125,-0.85546875,0.65625
623,-0.7734375,-0.69140625,0.640625
663,-0.83203125,-0.54296875,0.59375
704,-0.83203125,-0.54296875,0.59375
744,-0.89453125,-0.5390625,0.56640625
784,-0.89453125,-0.5390625,0.56640625
824,-0.87109375,-0.5390625,0.58203125
869,-0.8828125,-0.54296875,0.58203125
937,-0.859375,-0.5078125,0.58984375
977,-0.8515625,-0.5078125,0.59765625
1017,-0.8671875,-0.46875,0.5859375
1058,-0.86328125,-0.5,0.5859375
1099,-0.87890625,-0.4765625,0.5703125
1139,-0.875,-0.4609375,0.56640625
1180,-0.87109375,-0.47265625,0.58203125
1221,-0.8828125,-0.44921875,0.5703125
1260,-0.8671875,-0.46875,0.58984375
1299,-0.8671875,-0.46875,0.58984375
1340,-0.87890625,-0.4609375,0.57421875
1379,-0.86328125,-0.4609375,0.58984375
1419,-0.87109375,-0.453125,0.5859375
1460,-0.87890625,-0.453125,0.58203125
1500,-0.875,-0.4609375,0.58984375
1539,-0.875,-0.4609375,0.5859375
1580,-0.8828125,-0.44921875,0.578125
1620,-0.87109375,-0.453125,0.5859375
1661,-0.87109375,-0.4453125,0.5859375
1705,-0.875,-0.45703125,0.58984375
1746,-0.87109375,-0.4453125,0.5859375
1786,-0.86328125,-0.44921875,0.58984375
1825,-0.86328125,-0.44921875,0.58984375
1865,-0.87890625,-0.46484375,0.58203125
1904,-0.87890625,-0.4609375,0.58203125
1944,-0.87109375,-0.44921875,0.5859375
1983,-0.8828125,-0.453125,0.58203125
2026,-0.8828125,-0.453125,0.58203125
