time,OV39.forces.x,OV39.forces.y,OV39.forces.z
0,-0.9921875,-0.44140625,0.484375
46,-1.08203125,-0.61328125,0.3984375
91,-1.05078125,-0.828125,0.4609375
169,-0.95703125,-0.90625,0.578125
216,0.27734375,0.36328125,0.640625
262,0.27734375,0.36328125,0.640625
305,0.30078125,0.421875,0.74609375
347,0.015625,0.71484375,0.56640625
391,-0.04296875,0.8203125,0.63671875
433,-0.5,0.66796875,0.453125
476,-0.34375,0.3515625,0.640625
519,-0.16796875,-0.60546875,1.06640625
561,-0.87890625,-0.9453125,0.5859375
603,-0.8046875,-0.91796875,0.60546875
645,-0.890625,-0.73828125,0.52734375
687,-0.91015625,-0.60546875,0.5390625
728,-0.84375,-0.4921875,0.55859375
771,-0.84375,-0.4921875,0.55859375
814,-0.84765625,-0.52734375,0.58984375
855,-0.85546875,-0.53515625,0.58984375
897,-0.87890625,-0.55078125,0.578125
939,-0.86328125,-0.50390625,0.57421875
982,-0.8671875,-0.48828125,0.58203125
1024,-0.87109375,-0.484375,0.578125
1066,-0.8671875,-0.5078125,0.58984375
1108,-0.8671875,-0.484375,0.578125
1150,-0.859375,-0.48046875,0.5859375
1194,-0.87890625,-0.4921875,0.57421875
1267,-0.875,-0.4921875,0.56640625
1310,-0.875,-0.4921875,0.56640625
1355,-0.87109375,-0.48828125,0.58203125
1397,-0.87109375,-0.48046875,0.57421875
1440,-0.86328125,-0.48828125,0.5859375
1484,-0.87109375,-0.4921875,0.5859375
1526,-0.8828125,-0.4921875,0.58203125
1569,-0.87109375,-0.4765625,0.59765625
1617,-0.8671875,-0.47265625,0.59375
1669,-0.8828125,-0.48828125,0.5859375
1715,-0.87109375,-0.4765625,0.5859375
1758,-0.86328125,-0.46875,0.59375
1801,-0.87109375,-0.47265625,0.5859375
1843,-0.87109375,-0.47265625,0.5859375
1886,-0.86328125,-0.48046875,0.59765625
1929,-0.87109375,-0.4765625,0.59765625
1973,-0.8828125,-0.4765625,0.5859375
2015,-0.87890625,-0.4765625,0.5859375
2057,-0.85546875,-0.47265625,0.60546875
2100,-0.875,-0.47265625,0.58984375
2143,-0.87890625,-0.4765625,0.58984375
2185,-0.8671875,-0.46875,0.6015625
