time,OV39.forces.x,OV39.forces.y,OV39.forces.z
0,-0.859375,-0.3359375,0.51953125
51,-0.859375,-0.33984375,0.53125
102,-0.85546875,-0.33984375,0.53125
156,-0.859375,-0.3359375,0.5234375
206,-0.8671875,-0.328125,0.515625
256,-0.86328125,-0.328125,0.51953125
307,-0.8671875,-0.32421875,0.51171875
357,-0.87109375,-0.33203125,0.51171875
408,-0.87109375,-0.328125,0.515625
458,-0.875,-0.33984375,0.51171875
510,-0.859375,-0.34375,0.53125
559,-0.84765625,-0.359375,0.546875
608,-0.84765625,-0.359375,0.546875
659,-0.8671875,-0.390625,0.53125
708,-0.86328125,-0.34765625,0.5234375
758,-0.85546875,-0.24609375,0.5
841,-0.8515625,-0.15234375,0.5078125
893,-0.82421875,-0.08203125,0.5
943,-0.82421875,-0.16796875,0.50390625
993,-0.859375,-0.38671875,0.48046875
1044,-0.88671875,-0.51171875,0.46484375
1095,-0.87109375,-0.53125,0.484375
1143,-0.88671875,-0.48828125,0.45703125
1194,-0.88671875,-0.48828125,0.45703125
1242,-0.890625,-0.3515625,0.37109375
1291,-0.875,-0.2890625,0.40625
1340,-0.87109375,-0.27734375,0.40234375
1391,-0.90234375,-0.34765625,0.4140625
1440,-0.8671875,-0.31640625,0.421875
1488,-0.8515625,-0.3125,0.4453125
1539,-0.82421875,-0.22265625,0.44921875
1588,-0.828125,-0.171875,0.453125
1637,-0.8203125,-0.08984375,0.4609375
1688,-0.8203125,-0.08984375,0.4609375
1737,-0.84375,-0.14453125,0.50390625
1785,-0.83984375,-0.29296875,0.58203125
1833,-0.87109375,-0.3125,0.69921875
1888,-0.86328125,-0.3046875,0.68359375
1971,-0.85546875,-0.328125,0.828125
2023,-0.828125,-0.234375,0.7734375
2071,-0.81640625,-0.25390625,0.828125
2121,-0.8203125,-0.2109375,0.82421875
2173,-0.82421875,-0.1953125,0.828125
2222,-0.82421875,-0.1953125,0.828125
2272,-0.8046875,-0.171875,0.8203125
2323,-0.84765625,-0.16015625,0.7734375
2372,-0.81640625,-0.1015625,0.67578125
2422,-0.875,-0.27734375,0.62109375
2471,-0.85546875,-0.2578125,0.80859375
2522,-0.80859375,-0.2734375,0.7109375
