time,OV39.forces.x,OV39.forces.y,OV39.forces.z
0,-0.8046875,-0.01953125,0.5859375
33,-0.80078125,-0.015625,0.59375
65,-0.796875,-0.01953125,0.6015625
93,-0.80078125,-0.03515625,0.59765625
124,-0.80078125,-0.05078125,0.6015625
155,-0.80078125,-0.03125,0.6015625
183,-0.80078125,-0.03125,0.6015625
213,-0.8046875,-0.01953125,0.58984375
243,-0.80859375,-0.0390625,0.5859375
271,-0.8046875,-0.0390625,0.5859375
295,-0.80078125,-0.0390625,0.59375
324,-0.80078125,-0.0390625,0.59375
348,-0.79296875,-0.0390625,0.5859375
377,-0.82421875,0.0546875,0.58203125
407,-0.8515625,0.16796875,0.6015625
434,-0.76953125,-0.0703125,0.5703125
464,-0.71875,-0.26171875,0.54296875
493,-0.74609375,-0.671875,0.32421875
522,-0.6484375,-0.88671875,0.34375
550,0.1484375,-0.95703125,0.69921875
581,0.21875,-1.15234375,0.55859375
608,0.14453125,-1.3203125,0.38671875
637,0.15625,-1.41015625,0.390625
666,0.26171875,-1.171875,0.50390625
692,0.22265625,-1.07421875,0.453125
721,0.22265625,-1.07421875,0.453125
751,0.05078125,-1.2734375,0.3125
780,-0.01171875,-1.15234375,0.3359375
832,-0.0546875,-1.15234375,0.33984375
861,-0.1640625,-1.328125,0.26953125
890,-0.17578125,-1.31640625,0.3125
917,-0.2421875,-1.19921875,0.34375
947,-0.5546875,-1.0546875,0.2890625
976,-0.6953125,-0.9375,0.2890625
1003,-0.78515625,-0.73828125,0.30078125
1033,-0.74609375,-0.578125,0.4453125
1062,-0.6328125,0.01953125,0.63671875
1089,-0.63671875,0.21875,0.640625
1119,-0.68359375,0.203125,0.6640625
1149,-0.703125,0.1484375,0.63671875
1175,-0.765625,0.14453125,0.578125
1205,-0.79296875,0.11328125,0.5859375
1235,-0.79296875,0.11328125,0.5859375
1262,-0.83203125,-0.07421875,0.55078125
1291,-0.8359375,-0.078125,0.546875
1321,-0.82421875,-0.109375,0.5546875
1348,-0.828125,-0.12890625,0.5546875
1377,-0.83984375,-0.13671875,0.53125
1405,-0.8359375,-0.12109375,0.53515625
1433,-0.8046875,-0.109375,0.5546875
