time,OV39.forces.x,OV39.forces.y,OV39.forces.z
0,-0.87890625,-0.41015625,0.53515625
50,-0.8828125,-0.40234375,0.51953125
99,-0.89453125,-0.3984375,0.50390625
150,-0.90234375,-0.3984375,0.49609375
200,-0.828125,-0.421875,0.58984375
248,-0.828125,-0.421875,0.58984375
297,-0.98828125,-0.36328125,0.34375
347,-0.89453125,-0.40234375,0.53125
395,-0.94921875,-0.37890625,0.36328125
443,-1.05078125,-0.3203125,0.24609375
492,-1.05078125,-0.3203125,0.24609375
542,-0.6328125,-0.4609375,0.78125
590,-1.07421875,-0.30078125,0.234375
639,-0.9375,-0.3671875,0.4921875
686,-0.70703125,-0.4765625,0.7109375
734,-0.70703125,-0.4765625,0.7109375
781,-0.96875,-0.359375,0.41015625
829,-0.75390625,-0.4375,0.65234375
897,-0.828125,-0.40625,0.55859375
944,-0.90625,-0.3828125,0.48046875
995,-0.83203125,-0.3984375,0.546875
1043,-0.94140625,-0.3828125,0.42578125
1091,-0.9453125,-0.39453125,0.44921875
1139,-0.77734375,-0.42578125,0.62109375
1188,-0.90625,-0.41015625,0.4609375
1237,-0.98046875,-0.390625,0.41015625
1286,-0.98046875,-0.390625,0.41015625
1334,-0.78515625,-0.40234375,0.58203125
1384,-1.01953125,-0.33984375,0.33203125
1432,-0.76171875,-0.41796875,0.6484375
1479,-0.78515625,-0.4140625,0.609375
1527,-0.953125,-0.37890625,0.43359375
1578,-0.8515625,-0.40625,0.54296875
1626,-0.81640625,-0.41796875,0.55859375
1674,-1.00390625,-0.35546875,0.3359375
1721,-0.8203125,-0.41796875,0.609375
1772,-0.78125,-0.42578125,0.59765625
1824,-0.78125,-0.42578125,0.59765625
1904,-0.8515625,-0.3984375,0.5546875
1953,-0.6875,-0.44921875,0.73828125
2003,-0.98046875,-0.359375,0.38671875
2051,-0.8515625,-0.3984375,0.51953125
2099,-0.90625,-0.390625,0.4609375
2149,-0.83203125,-0.41015625,0.5703125
2198,-0.80078125,-0.4140625,0.57421875
2245,-1.0078125,-0.36328125,0.328125
2294,-0.91796875,-0.39453125,0.484375
2343,-0.75,-0.4609375,0.66015625
2391,-0.75,-0.4609375,0.66015625
2439,-0.90234375,-0.3359375,0.44921875
