time,OV39.forces.x,OV39.forces.y,OV39.forces.z
0,-0.83203125,-0.0859375,0.578125
27,-0.82421875,-0.0859375,0.58984375
57,-0.8203125,-0.08984375,0.59765625
83,-0.82421875,-0.08984375,0.6015625
112,-0.82421875,-0.0859375,0.6015625
140,-0.82421875,-0.0859375,0.60546875
166,-0.828125,-0.07421875,0.59765625
194,-0.87109375,0.0546875,0.578125
220,-0.89453125,0.125,0.59375
248,-0.76171875,-0.27734375,0.5703125
275,-0.59375,-0.734375,0.5
301,-0.48828125,-0.92578125,0.5703125
328,-0.48828125,-0.92578125,0.5703125
353,-0.15625,-1.03515625,0.76171875
375,0.11328125,-1.1875,0.7109375
402,0.11328125,-1.2890625,0.671875
427,0.09765625,-1.3046875,0.65625
454,0.09765625,-1.25390625,0.6484375
474,0.07421875,-1.25,0.640625
499,-0.05078125,-1.22265625,0.6015625
525,-0.05078125,-1.22265625,0.6015625
549,-0.10546875,-1.2265625,0.5625
576,-0.171875,-1.15625,0.59765625
601,-0.19921875,-1.12890625,0.5625
628,-0.39453125,-1.37109375,0.375
654,-0.43359375,-1.26171875,0.453125
679,-0.515625,-1.08203125,0.44921875
705,-0.69921875,-0.93359375,0.3671875
729,-0.83984375,-0.82421875,0.25
756,-0.87890625,-0.49609375,0.41796875
783,-0.74609375,-0.08984375,0.5625
808,-0.58203125,0.171875,0.6328125
856,-0.58203125,0.171875,0.6328125
883,-0.64453125,0.25390625,0.7265625
909,-0.71484375,0.08203125,0.65625
934,-0.7421875,0.05078125,0.66015625
961,-0.75,0.046875,0.66796875
986,-0.7578125,0.05078125,0.64453125
1013,-0.78125,0.0078125,0.625
1039,-0.78125,0.0078125,0.625
1064,-0.80859375,-0.03515625,0.6171875
1091,-0.8046875,-0.01171875,0.62109375
1116,-0.78515625,0.0390625,0.62890625
1143,-0.78125,0.015625,0.63671875
1169,-0.7890625,-0.0078125,0.62890625
1194,-0.80078125,0.00390625,0.609375
1221,-0.8046875,0.0234375,0.61328125
1246,-0.7890625,0.00390625,0.625
1273,-0.80078125,-0.01171875,0.6171875
1299,-0.8125,-0.015625,0.60546875
