time,OV39.forces.x,OV39.forces.y,OV39.forces.z
0,-0.984375,-0.53125,0.65234375
22,-1.0625,-0.59765625,0.93359375
42,-1.0859375,-0.7421875,1.14453125
61,-1.046875,-0.94921875,1.40625
84,-1.0546875,-1.109375,1.71875
121,-1.0703125,-1.1640625,1.921875
141,-1.0703125,-1.1640625,1.921875
161,-0.5859375,-0.890625,1.5234375
183,-0.26171875,-0.6953125,0.53515625
206,-0.4140625,-0.4140625,-0.78125
227,-0.5703125,0.9375,-2.17578125
247,-0.88671875,0.8046875,-2.4609375
266,-1.01953125,0.37109375,-2.4921875
283,-0.8125,0.04296875,-1.8828125
301,-0.4609375,-0.21484375,-1.0546875
320,-0.3125,-0.33984375,-0.51171875
339,-0.2734375,-0.3671875,-0.21484375
360,-0.359375,-0.4609375,-0.20703125
381,-0.453125,-0.46875,-0.15625
401,-0.5390625,-0.43359375,0.11328125
422,-0.71484375,-0.578125,0.734375
439,-0.71484375,-0.578125,0.734375
460,-0.921875,-0.76953125,0.95703125
479,-0.96875,-0.7890625,1
499,-0.953125,-0.734375,1.01953125
520,-0.96484375,-0.625,0.97265625
539,-0.95703125,-0.48828125,0.96484375
560,-0.94921875,-0.44140625,0.94921875
579,-0.94921875,-0.44140625,0.94921875
606,-0.9453125,-0.515625,0.8203125
624,-0.9453125,-0.515625,0.8203125
644,-0.9609375,-0.515625,0.71484375
665,-0.94921875,-0.47265625,0.66796875
684,-0.9296875,-0.4296875,0.65625
706,-0.90234375,-0.40625,0.65625
720,-0.8828125,-0.3828125,0.63671875
739,-0.87890625,-0.34375,0.59765625
760,-0.88671875,-0.34765625,0.55859375
780,-0.8828125,-0.3515625,0.53515625
801,-0.8671875,-0.4140625,0.515625
820,-0.87109375,-0.43359375,0.4921875
841,-0.87109375,-0.43359375,0.4921875
860,-0.8828125,-0.4140625,0.46875
880,-0.875,-0.40234375,0.47265625
901,-0.859375,-0.40234375,0.48828125
920,-0.86328125,-0.40625,0.48828125
940,-0.86328125,-0.40625,0.48828125
960,-0.85546875,-0.390625,0.4921875
982,-0.859375,-0.3984375,0.4921875
1004,-0.85546875,-0.40234375,0.5
